,acronyms,variable,density,role,structure,color
293,IAD,BL9demonstrator,0.0,demonstrator,Thalamus,#b07aa1
295,IMD,BL9demonstrator,0.0,demonstrator,Thalamus,#b07aa1
296,MD,BL9demonstrator,46.1161876437156,demonstrator,Thalamus,#b07aa1
298,PR,BL9demonstrator,21.5966930063834,demonstrator,Thalamus,#b07aa1
299,PVT,BL9demonstrator,0.0,demonstrator,Thalamus,#b07aa1
300,PT,BL9demonstrator,8.11530495794412,demonstrator,Thalamus,#b07aa1
301,RE,BL9demonstrator,8.37632379726693,demonstrator,Thalamus,#b07aa1
303,RH,BL9demonstrator,0.0,demonstrator,Thalamus,#b07aa1
304,CM,BL9demonstrator,0.0,demonstrator,Thalamus,#b07aa1
315,LH,BL9demonstrator,231.812510899751,demonstrator,Thalamus,#b07aa1
321,ADP,BL9demonstrator,17.1138247615651,demonstrator,Hypothalamus,#f28e2b
324,AVPV,BL9demonstrator,9.48499444238635,demonstrator,Hypothalamus,#f28e2b
325,DMH,BL9demonstrator,275.047437137937,demonstrator,Hypothalamus,#f28e2b
327,MPO,BL9demonstrator,586.643387167175,demonstrator,Hypothalamus,#f28e2b
330,PS,BL9demonstrator,319.896329893089,demonstrator,Hypothalamus,#f28e2b
332,PVp,BL9demonstrator,6.80754502907395,demonstrator,Hypothalamus,#f28e2b
339,AHN,BL9demonstrator,359.286757628179,demonstrator,Hypothalamus,#f28e2b
342,SUM,BL9demonstrator,6.5485986169496,demonstrator,Hypothalamus,#f28e2b
343,TM,BL9demonstrator,82.4059597167294,demonstrator,Hypothalamus,#f28e2b
345,PMd,BL9demonstrator,13.0572273793736,demonstrator,Hypothalamus,#f28e2b
346,PMv,BL9demonstrator,127.671701339412,demonstrator,Hypothalamus,#f28e2b
347,PVHd,BL9demonstrator,80.0250078149425,demonstrator,Hypothalamus,#f28e2b
348,VMH,BL9demonstrator,154.982715356133,demonstrator,Hypothalamus,#f28e2b
349,PH,BL9demonstrator,33.346804765547,demonstrator,Hypothalamus,#f28e2b
350,LHA,BL9demonstrator,1340.77835763263,demonstrator,Hypothalamus,#f28e2b
351,LPO,BL9demonstrator,693.447927030123,demonstrator,Hypothalamus,#f28e2b
352,PST,BL9demonstrator,450.704225352113,demonstrator,Hypothalamus,#f28e2b
353,PSTN,BL9demonstrator,153.97467170114,demonstrator,Hypothalamus,#f28e2b
357,TU,BL9demonstrator,367.62192776043,demonstrator,Hypothalamus,#f28e2b
358,ZI,BL9demonstrator,591.720028764168,demonstrator,Hypothalamus,#f28e2b
360,SCs,BL9demonstrator,509.565504413661,demonstrator,Midbrain,#ff9da7
361,IC,BL9demonstrator,1006.21804831246,demonstrator,Midbrain,#ff9da7
368,VTA,BL9demonstrator,271.468203386927,demonstrator,Midbrain,#ff9da7
372,SCm,BL9demonstrator,747.565862332804,demonstrator,Midbrain,#ff9da7
373,PAG,BL9demonstrator,65.0678376917584,demonstrator,Midbrain,#ff9da7
374,PRT,BL9demonstrator,910.103655612529,demonstrator,Midbrain,#ff9da7
376,CUN,BL9demonstrator,667.631617262906,demonstrator,Midbrain,#ff9da7
395,DR,BL9demonstrator,0.0,demonstrator,Midbrain,#ff9da7
398,MOs,BL17demonstrator,735.302160032356,demonstrator,Isocortex,#e15759
401,VISC,BL17demonstrator,284.945082575447,demonstrator,Isocortex,#e15759
402,AUDd,BL17demonstrator,1455.00378119486,demonstrator,Isocortex,#e15759
404,AUDpo,BL17demonstrator,926.670461013089,demonstrator,Isocortex,#e15759
405,AUDv,BL17demonstrator,1273.61838769647,demonstrator,Isocortex,#e15759
406,VISal,BL17demonstrator,2414.60593919248,demonstrator,Isocortex,#e15759
407,VISam,BL17demonstrator,1224.53059184693,demonstrator,Isocortex,#e15759
408,VISl,BL17demonstrator,2455.89239679275,demonstrator,Isocortex,#e15759
409,VISp,BL17demonstrator,1822.83709493802,demonstrator,Isocortex,#e15759
410,VISpl,BL17demonstrator,865.866151039236,demonstrator,Isocortex,#e15759
413,ACA,BL17demonstrator,1631.38237838729,demonstrator,Isocortex,#e15759
414,PL,BL17demonstrator,1262.77933288347,demonstrator,Isocortex,#e15759
416,ORB,BL17demonstrator,714.568255600023,demonstrator,Isocortex,#e15759
417,AI,BL17demonstrator,739.613814989781,demonstrator,Isocortex,#e15759
418,RSP,BL17demonstrator,923.895104132301,demonstrator,Isocortex,#e15759
420,VISrl,BL17demonstrator,1364.9632283613,demonstrator,Isocortex,#e15759
421,PERI,BL17demonstrator,1620.11626335001,demonstrator,Isocortex,#e15759
423,MOB,BL17demonstrator,1916.573228593,demonstrator,Olfactory areas,#76b7b2
424,AOB,BL17demonstrator,716.158815478765,demonstrator,Olfactory areas,#76b7b2
425,AON,BL17demonstrator,1272.80437126692,demonstrator,Olfactory areas,#76b7b2
426,TT,BL17demonstrator,2365.91202276734,demonstrator,Olfactory areas,#76b7b2
427,DP,BL17demonstrator,615.503661738291,demonstrator,Olfactory areas,#76b7b2
428,PIR,BL17demonstrator,2305.09788519275,demonstrator,Olfactory areas,#76b7b2
429,NLOT,BL17demonstrator,1805.91684669989,demonstrator,Olfactory areas,#76b7b2
430,COA,BL17demonstrator,668.539661665374,demonstrator,Olfactory areas,#76b7b2
431,PAA,BL17demonstrator,493.543804638912,demonstrator,Olfactory areas,#76b7b2
432,TR,BL17demonstrator,888.200475742655,demonstrator,Olfactory areas,#76b7b2
434,DG,BL17demonstrator,1417.96037825108,demonstrator,Hippocampal formation,#edc948
437,ENT,BL17demonstrator,1362.87442072238,demonstrator,Hippocampal formation,#edc948
438,PAR,BL17demonstrator,648.818714131733,demonstrator,Hippocampal formation,#edc948
439,POST,BL17demonstrator,794.112069354764,demonstrator,Hippocampal formation,#edc948
440,PRE,BL17demonstrator,1827.37809913775,demonstrator,Hippocampal formation,#edc948
441,SUB,BL17demonstrator,2494.75262368815,demonstrator,Hippocampal formation,#edc948
445,CLA,BL17demonstrator,1912.54510376894,demonstrator,Cortical subplate,#59a14f
446,EP,BL17demonstrator,918.244403413413,demonstrator,Cortical subplate,#59a14f
447,LA,BL17demonstrator,982.809367401786,demonstrator,Cortical subplate,#59a14f
448,BLA,BL17demonstrator,1246.20279823195,demonstrator,Cortical subplate,#59a14f
449,BMA,BL17demonstrator,818.415912779005,demonstrator,Cortical subplate,#59a14f
452,ACB,BL17demonstrator,1289.6584437036,demonstrator,Striatum,#9c755f
456,LS,BL17demonstrator,1676.26340658035,demonstrator,Striatum,#9c755f
460,BA,BL17demonstrator,3517.65489673547,demonstrator,Striatum,#9c755f
462,IA,BL17demonstrator,1262.56031791088,demonstrator,Striatum,#9c755f
463,MEA,BL17demonstrator,983.287541948825,demonstrator,Striatum,#9c755f
468,MSC,BL17demonstrator,5492.25451903391,demonstrator,Pallidum,#bab0ac
471,BAC,BL17demonstrator,752.572268495835,demonstrator,Pallidum,#bab0ac
476,SPF,BL17demonstrator,2879.87586741949,demonstrator,Thalamus,#b07aa1
477,SPA,BL17demonstrator,247.59514847344,demonstrator,Thalamus,#b07aa1
483,POL,BL17demonstrator,116.961439275491,demonstrator,Thalamus,#b07aa1
488,AM,BL17demonstrator,366.766449629017,demonstrator,Thalamus,#b07aa1
490,IAM,BL17demonstrator,1320.7890743551,demonstrator,Thalamus,#b07aa1
491,IAD,BL17demonstrator,1763.07502133797,demonstrator,Thalamus,#b07aa1
493,IMD,BL17demonstrator,237.539320075298,demonstrator,Thalamus,#b07aa1
494,MD,BL17demonstrator,370.285859609834,demonstrator,Thalamus,#b07aa1
496,PR,BL17demonstrator,21.5966930063834,demonstrator,Thalamus,#b07aa1
497,PVT,BL17demonstrator,1327.7954363125,demonstrator,Thalamus,#b07aa1
498,PT,BL17demonstrator,4228.07388308889,demonstrator,Thalamus,#b07aa1
499,RE,BL17demonstrator,479.544537393532,demonstrator,Thalamus,#b07aa1
501,RH,BL17demonstrator,283.94237191108,demonstrator,Thalamus,#b07aa1
502,CM,BL17demonstrator,294.25559022841,demonstrator,Thalamus,#b07aa1
513,LH,BL17demonstrator,1318.75561756303,demonstrator,Thalamus,#b07aa1
519,ADP,BL17demonstrator,753.008289508863,demonstrator,Hypothalamus,#f28e2b
522,AVPV,BL17demonstrator,184.957391626534,demonstrator,Hypothalamus,#f28e2b
523,DMH,BL17demonstrator,4622.72710137094,demonstrator,Hypothalamus,#f28e2b
525,MPO,BL17demonstrator,2985.98380134826,demonstrator,Hypothalamus,#f28e2b
528,PS,BL17demonstrator,781.968806405329,demonstrator,Hypothalamus,#f28e2b
530,PVp,BL17demonstrator,878.173308750539,demonstrator,Hypothalamus,#f28e2b
537,AHN,BL17demonstrator,2507.25291294485,demonstrator,Hypothalamus,#f28e2b
540,SUM,BL17demonstrator,1306.44542408145,demonstrator,Hypothalamus,#f28e2b
541,TM,BL17demonstrator,459.118918421778,demonstrator,Hypothalamus,#f28e2b
543,PMd,BL17demonstrator,914.005916556151,demonstrator,Hypothalamus,#f28e2b
544,PMv,BL17demonstrator,182.388144770589,demonstrator,Hypothalamus,#f28e2b
545,PVHd,BL17demonstrator,853.600083359387,demonstrator,Hypothalamus,#f28e2b
546,VMH,BL17demonstrator,303.227051783739,demonstrator,Hypothalamus,#f28e2b
547,PH,BL17demonstrator,2586.94250815801,demonstrator,Hypothalamus,#f28e2b
548,LHA,BL17demonstrator,3152.44670145796,demonstrator,Hypothalamus,#f28e2b
549,LPO,BL17demonstrator,4590.88210950498,demonstrator,Hypothalamus,#f28e2b
550,PST,BL17demonstrator,1014.08450704225,demonstrator,Hypothalamus,#f28e2b
551,PSTN,BL17demonstrator,641.561132088082,demonstrator,Hypothalamus,#f28e2b
555,TU,BL17demonstrator,481.000653144488,demonstrator,Hypothalamus,#f28e2b
556,ZI,BL17demonstrator,617.007209480586,demonstrator,Hypothalamus,#f28e2b
558,SCs,BL17demonstrator,1998.86703748149,demonstrator,Midbrain,#ff9da7
559,IC,BL17demonstrator,1634.13928562254,demonstrator,Midbrain,#ff9da7
566,VTA,BL17demonstrator,3413.91831532045,demonstrator,Midbrain,#ff9da7
570,SCm,BL17demonstrator,1579.98330078503,demonstrator,Midbrain,#ff9da7
571,PAG,BL17demonstrator,816.679758016738,demonstrator,Midbrain,#ff9da7
572,PRT,BL17demonstrator,1066.80438230846,demonstrator,Midbrain,#ff9da7
574,CUN,BL17demonstrator,388.081432694694,demonstrator,Midbrain,#ff9da7
593,DR,BL17demonstrator,1124.12839448059,demonstrator,Midbrain,#ff9da7
596,MOs,BL22demonstrator,336.50164483581,demonstrator,Isocortex,#e15759
599,VISC,BL22demonstrator,373.646995333093,demonstrator,Isocortex,#e15759
600,AUDd,BL22demonstrator,183.00983110663,demonstrator,Isocortex,#e15759
602,AUDpo,BL22demonstrator,148.616960728514,demonstrator,Isocortex,#e15759
603,AUDv,BL22demonstrator,307.250295757986,demonstrator,Isocortex,#e15759
604,VISal,BL22demonstrator,354.303987057389,demonstrator,Isocortex,#e15759
605,VISam,BL22demonstrator,105.090311986863,demonstrator,Isocortex,#e15759
606,VISl,BL22demonstrator,398.703518738577,demonstrator,Isocortex,#e15759
607,VISp,BL22demonstrator,216.41112018655,demonstrator,Isocortex,#e15759
608,VISpl,BL22demonstrator,225.776926480661,demonstrator,Isocortex,#e15759
611,ACA,BL22demonstrator,588.569129600442,demonstrator,Isocortex,#e15759
612,PL,BL22demonstrator,309.236104456895,demonstrator,Isocortex,#e15759
614,ORB,BL22demonstrator,282.338451805796,demonstrator,Isocortex,#e15759
615,AI,BL22demonstrator,384.76883079908,demonstrator,Isocortex,#e15759
616,RSP,BL22demonstrator,625.782532749867,demonstrator,Isocortex,#e15759
618,VISrl,BL22demonstrator,383.78276447294,demonstrator,Isocortex,#e15759
619,PERI,BL22demonstrator,506.151142355009,demonstrator,Isocortex,#e15759
621,MOB,BL22demonstrator,537.410749694918,demonstrator,Olfactory areas,#76b7b2
622,AOB,BL22demonstrator,506.484941745439,demonstrator,Olfactory areas,#76b7b2
623,AON,BL22demonstrator,340.396660972389,demonstrator,Olfactory areas,#76b7b2
624,TT,BL22demonstrator,626.45619356173,demonstrator,Olfactory areas,#76b7b2
625,DP,BL22demonstrator,145.032472018793,demonstrator,Olfactory areas,#76b7b2
626,PIR,BL22demonstrator,619.906681267908,demonstrator,Olfactory areas,#76b7b2
627,NLOT,BL22demonstrator,411.974780653413,demonstrator,Olfactory areas,#76b7b2
628,COA,BL22demonstrator,309.307191105267,demonstrator,Olfactory areas,#76b7b2
629,PAA,BL22demonstrator,168.07993346836,demonstrator,Olfactory areas,#76b7b2
630,TR,BL22demonstrator,698.345964485256,demonstrator,Olfactory areas,#76b7b2
632,DG,BL22demonstrator,619.563082188606,demonstrator,Hippocampal formation,#edc948
635,ENT,BL22demonstrator,666.867282294974,demonstrator,Hippocampal formation,#edc948
636,PAR,BL22demonstrator,454.918868529146,demonstrator,Hippocampal formation,#edc948
637,POST,BL22demonstrator,650.200930148552,demonstrator,Hippocampal formation,#edc948
638,PRE,BL22demonstrator,1570.12584246302,demonstrator,Hippocampal formation,#edc948
639,SUB,BL22demonstrator,989.23989332767,demonstrator,Hippocampal formation,#edc948
643,CLA,BL22demonstrator,964.021924266028,demonstrator,Cortical subplate,#59a14f
644,EP,BL22demonstrator,659.347908333363,demonstrator,Cortical subplate,#59a14f
645,LA,BL22demonstrator,622.445932687798,demonstrator,Cortical subplate,#59a14f
646,BLA,BL22demonstrator,391.691575362974,demonstrator,Cortical subplate,#59a14f
647,BMA,BL22demonstrator,251.246222464071,demonstrator,Cortical subplate,#59a14f
650,ACB,BL22demonstrator,423.283555980179,demonstrator,Striatum,#9c755f
654,LS,BL22demonstrator,677.16601192981,demonstrator,Striatum,#9c755f
658,BA,BL22demonstrator,575.616255829441,demonstrator,Striatum,#9c755f
660,IA,BL22demonstrator,408.742548963953,demonstrator,Striatum,#9c755f
661,MEA,BL22demonstrator,408.40006419577,demonstrator,Striatum,#9c755f
666,MSC,BL22demonstrator,981.915837391131,demonstrator,Pallidum,#bab0ac
669,BAC,BL22demonstrator,0.0,demonstrator,Pallidum,#bab0ac
674,SPF,BL22demonstrator,1042.71367613464,demonstrator,Thalamus,#b07aa1
675,SPA,BL22demonstrator,227.519866164783,demonstrator,Thalamus,#b07aa1
681,POL,BL22demonstrator,15.5948585700655,demonstrator,Thalamus,#b07aa1
686,AM,BL22demonstrator,111.819039521042,demonstrator,Thalamus,#b07aa1
688,IAM,BL22demonstrator,738.088012139615,demonstrator,Thalamus,#b07aa1
689,IAD,BL22demonstrator,632.898725608501,demonstrator,Thalamus,#b07aa1
691,IMD,BL22demonstrator,520.564892930972,demonstrator,Thalamus,#b07aa1
692,MD,BL22demonstrator,355.365916548632,demonstrator,Thalamus,#b07aa1
694,PR,BL22demonstrator,10.7983465031917,demonstrator,Thalamus,#b07aa1
695,PVT,BL22demonstrator,1355.09225879176,demonstrator,Thalamus,#b07aa1
696,PT,BL22demonstrator,2231.70886343463,demonstrator,Thalamus,#b07aa1
697,RE,BL22demonstrator,343.429275687944,demonstrator,Thalamus,#b07aa1
699,RH,BL22demonstrator,201.507489743347,demonstrator,Thalamus,#b07aa1
700,CM,BL22demonstrator,382.886792104437,demonstrator,Thalamus,#b07aa1
711,LH,BL22demonstrator,448.170854406186,demonstrator,Thalamus,#b07aa1
717,ADP,BL22demonstrator,205.365897138781,demonstrator,Hypothalamus,#f28e2b
720,AVPV,BL22demonstrator,113.819933308636,demonstrator,Hypothalamus,#f28e2b
721,DMH,BL22demonstrator,1447.61809019967,demonstrator,Hypothalamus,#f28e2b
723,MPO,BL22demonstrator,918.764246568697,demonstrator,Hypothalamus,#f28e2b
726,PS,BL22demonstrator,106.632109964363,demonstrator,Hypothalamus,#f28e2b
728,PVp,BL22demonstrator,789.675223372578,demonstrator,Hypothalamus,#f28e2b
735,AHN,BL22demonstrator,827.134981590053,demonstrator,Hypothalamus,#f28e2b
738,SUM,BL22demonstrator,605.745372067838,demonstrator,Hypothalamus,#f28e2b
739,TM,BL22demonstrator,341.39611882645,demonstrator,Hypothalamus,#f28e2b
741,PMd,BL22demonstrator,169.743955931857,demonstrator,Hypothalamus,#f28e2b
742,PMv,BL22demonstrator,45.5970361926473,demonstrator,Hypothalamus,#f28e2b
743,PVHd,BL22demonstrator,233.406272793582,demonstrator,Hypothalamus,#f28e2b
744,VMH,BL22demonstrator,168.459473213188,demonstrator,Hypothalamus,#f28e2b
745,PH,BL22demonstrator,1296.67767761416,demonstrator,Hypothalamus,#f28e2b
746,LHA,BL22demonstrator,1325.50139243172,demonstrator,Hypothalamus,#f28e2b
747,LPO,BL22demonstrator,908.545200692244,demonstrator,Hypothalamus,#f28e2b
748,PST,BL22demonstrator,338.028169014085,demonstrator,Hypothalamus,#f28e2b
749,PSTN,BL22demonstrator,436.261569819896,demonstrator,Hypothalamus,#f28e2b
753,TU,BL22demonstrator,161.478790698507,demonstrator,Hypothalamus,#f28e2b
754,ZI,BL22demonstrator,139.585237554624,demonstrator,Hypothalamus,#f28e2b
756,SCs,BL22demonstrator,1109.91074574807,demonstrator,Midbrain,#ff9da7
757,IC,BL22demonstrator,665.665136820519,demonstrator,Midbrain,#ff9da7
764,VTA,BL22demonstrator,2615.96632354675,demonstrator,Midbrain,#ff9da7
768,SCm,BL22demonstrator,659.025087251665,demonstrator,Midbrain,#ff9da7
769,PAG,BL22demonstrator,484.872983281356,demonstrator,Midbrain,#ff9da7
770,PRT,BL22demonstrator,710.022501752187,demonstrator,Midbrain,#ff9da7
772,CUN,BL22demonstrator,276.26135886741,demonstrator,Midbrain,#ff9da7
791,DR,BL22demonstrator,112.977728088501,demonstrator,Midbrain,#ff9da7
794,MOs,BL6demonstrator,709.709901081349,demonstrator,Isocortex,#e15759
797,VISC,BL6demonstrator,572.245083188708,demonstrator,Isocortex,#e15759
798,AUDd,BL6demonstrator,1604.73909755483,demonstrator,Isocortex,#e15759
800,AUDpo,BL6demonstrator,2205.94194649971,demonstrator,Isocortex,#e15759
801,AUDv,BL6demonstrator,853.811052898429,demonstrator,Isocortex,#e15759
802,VISal,BL6demonstrator,4952.9755998913,demonstrator,Isocortex,#e15759
803,VISam,BL6demonstrator,3056.7573356179,demonstrator,Isocortex,#e15759
804,VISl,BL6demonstrator,5031.54744750318,demonstrator,Isocortex,#e15759
805,VISp,BL6demonstrator,3752.39006140733,demonstrator,Isocortex,#e15759
806,VISpl,BL6demonstrator,1934.233256757,demonstrator,Isocortex,#e15759
809,ACA,BL6demonstrator,1164.49188417463,demonstrator,Isocortex,#e15759
810,PL,BL6demonstrator,558.973616663855,demonstrator,Isocortex,#e15759
812,ORB,BL6demonstrator,1064.74546584886,demonstrator,Isocortex,#e15759
813,AI,BL6demonstrator,1068.30488600308,demonstrator,Isocortex,#e15759
814,RSP,BL6demonstrator,1539.16028339057,demonstrator,Isocortex,#e15759
816,VISrl,BL6demonstrator,4485.91363379219,demonstrator,Isocortex,#e15759
817,PERI,BL6demonstrator,2697.30972015682,demonstrator,Isocortex,#e15759
819,MOB,BL6demonstrator,2810.10519389305,demonstrator,Olfactory areas,#76b7b2
820,AOB,BL6demonstrator,2453.45662641204,demonstrator,Olfactory areas,#76b7b2
821,AON,BL6demonstrator,3107.767237306,demonstrator,Olfactory areas,#76b7b2
822,TT,BL6demonstrator,2672.20750573615,demonstrator,Olfactory areas,#76b7b2
823,DP,BL6demonstrator,880.806964211693,demonstrator,Olfactory areas,#76b7b2
824,PIR,BL6demonstrator,3361.16201630892,demonstrator,Olfactory areas,#76b7b2
825,NLOT,BL6demonstrator,1568.89026057053,demonstrator,Olfactory areas,#76b7b2
826,COA,BL6demonstrator,1517.26941239764,demonstrator,Olfactory areas,#76b7b2
827,PAA,BL6demonstrator,521.047793751916,demonstrator,Olfactory areas,#76b7b2
828,TR,BL6demonstrator,845.715550146594,demonstrator,Olfactory areas,#76b7b2
830,DG,BL6demonstrator,853.205886096484,demonstrator,Hippocampal formation,#edc948
833,ENT,BL6demonstrator,1440.74817417972,demonstrator,Hippocampal formation,#edc948
834,PAR,BL6demonstrator,522.038045853119,demonstrator,Hippocampal formation,#edc948
835,POST,BL6demonstrator,1345.48245812074,demonstrator,Hippocampal formation,#edc948
836,PRE,BL6demonstrator,2219.9095597535,demonstrator,Hippocampal formation,#edc948
837,SUB,BL6demonstrator,2584.76071698663,demonstrator,Hippocampal formation,#edc948
841,CLA,BL6demonstrator,3161.74393167636,demonstrator,Cortical subplate,#59a14f
842,EP,BL6demonstrator,1968.73090143606,demonstrator,Cortical subplate,#59a14f
843,LA,BL6demonstrator,909.098664846652,demonstrator,Cortical subplate,#59a14f
844,BLA,BL6demonstrator,1054.25443916104,demonstrator,Cortical subplate,#59a14f
845,BMA,BL6demonstrator,973.890060343405,demonstrator,Cortical subplate,#59a14f
848,ACB,BL6demonstrator,608.012595161763,demonstrator,Striatum,#9c755f
852,LS,BL6demonstrator,1194.5997860729,demonstrator,Striatum,#9c755f
856,BA,BL6demonstrator,4604.93004663553,demonstrator,Striatum,#9c755f
858,IA,BL6demonstrator,2334.37411297191,demonstrator,Striatum,#9c755f
859,MEA,BL6demonstrator,1430.3200446496,demonstrator,Striatum,#9c755f
864,MSC,BL6demonstrator,951.086454741488,demonstrator,Pallidum,#bab0ac
867,BAC,BL6demonstrator,752.572268495835,demonstrator,Pallidum,#bab0ac
872,SPF,BL6demonstrator,2648.16171716735,demonstrator,Thalamus,#b07aa1
873,SPA,BL6demonstrator,267.670430782097,demonstrator,Thalamus,#b07aa1
879,POL,BL6demonstrator,335.289459256407,demonstrator,Thalamus,#b07aa1
884,AM,BL6demonstrator,742.478422419718,demonstrator,Thalamus,#b07aa1
886,IAM,BL6demonstrator,3593.32321699549,demonstrator,Thalamus,#b07aa1
887,IAD,BL6demonstrator,2791.53545045178,demonstrator,Thalamus,#b07aa1
889,IMD,BL6demonstrator,687.347819792351,demonstrator,Thalamus,#b07aa1
890,MD,BL6demonstrator,675.466513134423,demonstrator,Thalamus,#b07aa1
892,PR,BL6demonstrator,32.3950395095751,demonstrator,Thalamus,#b07aa1
893,PVT,BL6demonstrator,2187.64534440914,demonstrator,Thalamus,#b07aa1
894,PT,BL6demonstrator,4666.30035081787,demonstrator,Thalamus,#b07aa1
895,RE,BL6demonstrator,875.325836814395,demonstrator,Thalamus,#b07aa1
897,RH,BL6demonstrator,714.435645453686,demonstrator,Thalamus,#b07aa1
898,CM,BL6demonstrator,716.140111158299,demonstrator,Thalamus,#b07aa1
909,LH,BL6demonstrator,417.262519619553,demonstrator,Thalamus,#b07aa1
915,ADP,BL6demonstrator,393.617969515996,demonstrator,Hypothalamus,#f28e2b
918,AVPV,BL6demonstrator,132.789922193409,demonstrator,Hypothalamus,#f28e2b
919,DMH,BL6demonstrator,2644.3157114314,demonstrator,Hypothalamus,#f28e2b
921,MPO,BL6demonstrator,1669.91609680392,demonstrator,Hypothalamus,#f28e2b
924,PS,BL6demonstrator,1101.86513629842,demonstrator,Hypothalamus,#f28e2b
926,PVp,BL6demonstrator,558.218692384064,demonstrator,Hypothalamus,#f28e2b
933,AHN,BL6demonstrator,1804.1881785933,demonstrator,Hypothalamus,#f28e2b
936,SUM,BL6demonstrator,1696.08704178995,demonstrator,Hypothalamus,#f28e2b
937,TM,BL6demonstrator,317.851558907385,demonstrator,Hypothalamus,#f28e2b
939,PMd,BL6demonstrator,626.746914209932,demonstrator,Hypothalamus,#f28e2b
940,PMv,BL6demonstrator,136.791108577942,demonstrator,Hypothalamus,#f28e2b
941,PVHd,BL6demonstrator,793.58132749818,demonstrator,Hypothalamus,#f28e2b
942,VMH,BL6demonstrator,198.782178391562,demonstrator,Hypothalamus,#f28e2b
943,PH,BL6demonstrator,2425.33876198652,demonstrator,Hypothalamus,#f28e2b
944,LHA,BL6demonstrator,3403.16865975521,demonstrator,Hypothalamus,#f28e2b
945,LPO,BL6demonstrator,1948.71709123743,demonstrator,Hypothalamus,#f28e2b
946,PST,BL6demonstrator,2253.52112676056,demonstrator,Hypothalamus,#f28e2b
947,PSTN,BL6demonstrator,449.092792461658,demonstrator,Hypothalamus,#f28e2b
951,TU,BL6demonstrator,484.43637209552,demonstrator,Hypothalamus,#f28e2b
952,ZI,BL6demonstrator,1108.59000260774,demonstrator,Hypothalamus,#f28e2b
954,SCs,BL6demonstrator,1960.32846992079,demonstrator,Midbrain,#ff9da7
955,IC,BL6demonstrator,1560.36711839758,demonstrator,Midbrain,#ff9da7
962,VTA,BL6demonstrator,4228.32292548123,demonstrator,Midbrain,#ff9da7
966,SCm,BL6demonstrator,1446.50137471574,demonstrator,Midbrain,#ff9da7
967,PAG,BL6demonstrator,701.047154889818,demonstrator,Midbrain,#ff9da7
968,PRT,BL6demonstrator,635.656055184627,demonstrator,Midbrain,#ff9da7
970,CUN,BL6demonstrator,1029.40244435118,demonstrator,Midbrain,#ff9da7
989,DR,BL6demonstrator,158.168819323902,demonstrator,Midbrain,#ff9da7
992,MOs,BL14demonstrator,1275.22570315874,demonstrator,Isocortex,#e15759
995,VISC,BL14demonstrator,977.290985692649,demonstrator,Isocortex,#e15759
996,AUDd,BL14demonstrator,2475.9263927401,demonstrator,Isocortex,#e15759
998,AUDpo,BL14demonstrator,2704.24587364826,demonstrator,Isocortex,#e15759
999,AUDv,BL14demonstrator,1616.35964171033,demonstrator,Isocortex,#e15759
1000,VISal,BL14demonstrator,5023.35104937531,demonstrator,Isocortex,#e15759
1001,VISam,BL14demonstrator,2092.66795173841,demonstrator,Isocortex,#e15759
1002,VISl,BL14demonstrator,9238.40016423151,demonstrator,Isocortex,#e15759
1003,VISp,BL14demonstrator,4911.9094675633,demonstrator,Isocortex,#e15759
1004,VISpl,BL14demonstrator,3535.62011674355,demonstrator,Isocortex,#e15759
1007,ACA,BL14demonstrator,2484.15820786063,demonstrator,Isocortex,#e15759
1008,PL,BL14demonstrator,1133.60475760401,demonstrator,Isocortex,#e15759
1010,ORB,BL14demonstrator,2270.98319930749,demonstrator,Isocortex,#e15759
1011,AI,BL14demonstrator,2089.72122495839,demonstrator,Isocortex,#e15759
1012,RSP,BL14demonstrator,1845.61420409393,demonstrator,Isocortex,#e15759
1014,VISrl,BL14demonstrator,4623.49613426362,demonstrator,Isocortex,#e15759
1015,PERI,BL14demonstrator,2887.65715830742,demonstrator,Isocortex,#e15759
1017,MOB,BL14demonstrator,10123.4471111964,demonstrator,Olfactory areas,#76b7b2
1018,AOB,BL14demonstrator,12588.6015359632,demonstrator,Olfactory areas,#76b7b2
1019,AON,BL14demonstrator,4051.03042198234,demonstrator,Olfactory areas,#76b7b2
1020,TT,BL14demonstrator,3845.70995283066,demonstrator,Olfactory areas,#76b7b2
1021,DP,BL14demonstrator,1167.33453088297,demonstrator,Olfactory areas,#76b7b2
1022,PIR,BL14demonstrator,4261.79669002351,demonstrator,Olfactory areas,#76b7b2
1023,NLOT,BL14demonstrator,2618.57942771485,demonstrator,Olfactory areas,#76b7b2
1024,COA,BL14demonstrator,1580.39332894973,demonstrator,Olfactory areas,#76b7b2
1025,PAA,BL14demonstrator,472.151813106575,demonstrator,Olfactory areas,#76b7b2
1026,TR,BL14demonstrator,1586.54644022791,demonstrator,Olfactory areas,#76b7b2
1028,DG,BL14demonstrator,2559.90017679478,demonstrator,Hippocampal formation,#edc948
1031,ENT,BL14demonstrator,2963.22192188028,demonstrator,Hippocampal formation,#edc948
1032,PAR,BL14demonstrator,3093.07542167973,demonstrator,Hippocampal formation,#edc948
1033,POST,BL14demonstrator,3552.69788233169,demonstrator,Hippocampal formation,#edc948
1034,PRE,BL14demonstrator,6446.83025994348,demonstrator,Hippocampal formation,#edc948
1035,SUB,BL14demonstrator,5385.20120470737,demonstrator,Hippocampal formation,#edc948
1039,CLA,BL14demonstrator,4404.74326167854,demonstrator,Cortical subplate,#59a14f
